,Cuisine,ID,Ingredients,veg,vegan,dessert,spicy,drink,alcohol
147,moroccan,20641,"['pita bread', 'olive oil', 'pumpkin', 'cinnamon ', 'lamb', ' black pepper', 'salt', 'saffron', 'sugar', 'lavash', 'ras el hanout', 'onions', 'prunes', ' tomato', ' ', 'chickpeas']",0,0,0,0,0,0
148,russian,578,"['bell pepper', 'chicken', 'tamarind', 'oil', 'ketchup', 'salt', 'teas', 'onions']",0,0,0,0,0,0
149,russian,13869,"['powdered sugar', 'salt', ' egg whites', 'walnut  ', 'cocoa powder', 'vanilla extract']",1,0,1,0,0,0
150,russian,21526,"['water', 'onion', 'cucumber', 'potato', 'dill', 'vinegar', 'salt', 'sour cream', 'egg', 'ham']",0,0,0,0,0,0
151,russian,16644,"[' water', 'flour', 'yeast', 'salt', 'corn syrup']",1,1,0,0,0,0
152,russian,30809,"['horseradish', 'sour cream', 'black pepper']",1,0,0,1,0,0
153,russian,19101,"['clove', 'mayonaise', 'potato', 'apples', 'ham', 'cucumber', 'onions', 'green olives', 'water', 'chicken', 'dill', 'carrots', 'celery', 'tomato', 'pepper', 'egg', 'salt', 'lemon', 'sour cream', 'capers', 'mustard', 'peas', 'dill pickles', 'thyme', 'bay ']",0,0,0,0,0,0
154,russian,23133,"['bell pepper', 'beans', 'sour cream', ' parsley', 'water', 'salt', ' beef', 'tomato ', 'olive oil', 'beer', 'onions', 'pepper', 'chili ', 'celery', ' cumin']",0,0,0,1,0,0
155,russian,1498,"['sugar', ' ', 'salt', 'eggs', 'milk', 'raisins', 'sour cream', 'panettone', 'flour', 'lemon', 'ed sugar', 'active  yeast', 'vanilla']",1,0,1,0,0,0
156,russian,1671,"['carrots', 'potato', 'onions', 'beets', 'cabbage', 'beef']",0,0,0,0,0,0
157,russian,30460,"['eggs', 'flour', 'rosemary', 'apples', ' mushrooms', 'sugar', 'milk', 'butter', 'dill', 'cabbage', 'brown sugar', 'pepper', 'flour', 'salt', 'onions', 'salt', ' water', 'active  yeast', 'poppy seeds', 'oil']",1,0,0,0,0,0
158,southern_us,32128,"['water', 'puff pastry', ' ', 'sugar', 'egg yolks', 'peaches']",1,0,1,0,0,0
159,southern_us,270,"['baking ', 'flour', 'sugar', 'heavy cream', 'table salt', ' salt', ' black pepper']",1,0,0,0,0,0
160,southern_us,4281,"['brandy', 'bourbon whiskey', 'egg yolks', 'milk', 'heavy cream', 'sugar', 'rum']",1,0,1,0,0,1
161,southern_us,28972,"['red pepper', 'olive oil', 'salt', 'paprika', 'sweet potato']",1,1,0,1,0,0
162,southern_us,36087,"['salt', 'cornmeal', 'buttermilk', 'green tomato', 'oil']",1,0,0,0,0,0
163,southern_us,1901,"['marshmallows', 'orange', 'coconut', 'pineapple', 'clementine', 'cocktail cherries', 'sour cream', 'cool whip', 'apples', 'pecan', 'grape']",1,0,1,0,0,0
164,southern_us,12833,"['pepper', ' flour', '  salt', 'chicken', 'vegetable oil', 'corn starch', 'buttermilk']",0,0,0,0,0,0
165,southern_us,33642,"['salt', 'parmesan cheese', 'butter', 'fat free milk', 'polenta']",1,0,0,0,0,0
166,southern_us,16504,"['milk', 'vegetable oil', 'cornmeal', 'saltines', ' onion', ' flour', ' black pepper', 'salt', 'eggs', 'frogs legs', 'peanut oil']",0,0,0,0,0,0
167,southern_us,43359,"['sugar', 'salt', 'baking ', 'bread flour', 'ramps', 'eggs', 'heavy cream']",1,0,0,0,0,0
168,spanish,7149,"[' olive oil', 'green pumpkin seeds', ' cilantro fresh', ' rice', 'chorizo', 'onions', ' red chili flakes', 'cumin', ' peas', 'salt', 'bell pepper']",0,0,0,1,0,0
169,spanish,33169,"[' eggs', ' flour', ' ', 'salt', 'potato', 'olive oil', ' tarragon', ' parsley', 'black pepper', '  chives', ' bread crumbs']",1,0,0,0,0,0
170,spanish,36179,"['hog casings', 'paprika', 'ancho ', 'rioja', ' garlic', 'pork  butt', 'paprika', 'olive oil', 'fatback', ' salt', ' black pepper', ' wine']",0,0,0,0,0,1
171,spanish,30668,"['hazelnuts', 'bread', 'almonds', 'chili', ' garlic ', 'red peppers', '  salt', 'vinegar', 'country bread', 'olive oil', ' olive oil', ' tomato']",1,1,0,1,0,1
172,spanish,38192,"['pasta', 'tomato', 'onions', 'lobster', 'parsley', ' wine', 'bay leaf', 'olive oil', 'garlic ', 'saffron']",0,0,0,0,0,1
173,spanish,49433,"['chorizo', ' butter', 'paprika', 'black pepper', 'sun-dried tomato', 'milk', 'scallions', '  salt', 'manchego cheese', 'russet potato', 'corn starch', 'olive oil', ' eggs', 'onion']",0,0,0,0,0,0
174,spanish,7387,"['sugar', 'flour', 'salt', ' butter', 'cinnamon', ' eggs', 'lemon', 'milk', 'vegetable oil']",0,0,1,0,0,0
175,spanish,46901,"['tomato', 'jalapeno chilies', 'salt', 'lime', ' olive oil', 'pepper', '  cucumber', 'mint', 'cilantro', 'onion', 'garlic', 'avocado']",1,1,0,1,0,0
176,spanish,20752,"['Belgian endive', 'water', 'finely   parsley', ' shrimp', 'pepper', 'mustard', 'salt', 'sugar', ' black pepper', ' olive oil', 'vidalia onion', 'sherry vinegar', 'watercress', 'onions']",0,0,0,0,0,0
177,spanish,5671,"['potato', 'eggs', 'oil', 'pepper', 'onions', 'salt']",1,0,0,0,0,0
178,thai,39169,"['sake', 'oyster sauce', 'brown sugar', 'vegetable oil', 'spinach', 'garlic', 'shrimp', 'chili paste', 'bell pepper']",0,0,0,1,0,1
179,thai,1871,"['chili flakes', ' coriander', 'onion', 'vinegar', 'brown sugar', 'egg noodles', 'vegetable oil', 'garlic ', 'fish sauce', 'lime', 'sesame oil', 'broccoli', 'dressing', 'soy sauce', 'prawns', 'red pepper', 'carrots']",0,0,0,1,0,0
180,thai,36955,"['chicken broth', ' chicken breasts', ' lime', 'lemongrass', 'chile', 'lime', 'coconut milk', ' cilantro', ' ginger', 'fish sauce']",0,0,0,1,0,0
181,thai,3125,"['Sriracha', 'sesame oil', 'snow peas', 'garlic', 'teriyaki sauce', 'spaghetti', 'lime', 'water', 'shrimp', 'peanuts', 'peanut butter', 'cilantro']",0,0,0,1,0,0
182,thai,7045,"['brown sugar', 'vegetable stock', 'tamarind', 'onion', 'eggs', 'soy sauce', 'lime', 'peanuts', 'peanut oil', 'chili flakes', 'coriander', 'rice noodles', 'sauce', 'beansprouts', 'onions', 'bok choy', 'black pepper', 'garlic', 'chili sauce']",1,0,0,1,0,0
183,thai,10972,"['soy sauce', 'sugar', 'red chili flakes', 'peanut ', 'coconut milk', 'eggs', 'Sriracha', 'sesame oil', 'shirataki', ' coriander', 'canola oil', 'garlic ', 'broccoli', 'lime ', 'vinegar', 'lemon', ' cumin', 'tofu', 'peanuts', 'onion', 'red pepper', 'tamarind ', 'onions']",1,1,0,1,0,0
184,thai,20852,"['potato', 'coconut milk', 'cilantro', 'bell pepper', 'red curry paste', 'bell pepper', 'vegetable oil', 'salt', 'brown sugar', 'cauliflower', 'onions']",1,1,0,1,0,0
185,thai,38988,"['fish sauce', 'basil', 'cilantro leaves', 'sweet chili sauce', 'vegetable oil', 'red chili flakes', 'rice noodles', 'beansprouts', 'lime', 'steak']",0,0,0,1,0,0
186,thai,9581,"['sweet onion', '', 'fish sauce', 'canola oil', 'sugar', 'basil', '  pepper', ' mint', ' chili', 'cilantro ', 'bell pepper', ' salt', 'steak', 'cucumber', ' lime']",0,0,0,1,0,0
187,thai,22135,"[' basil', 'peeled  ginger', ' lime', 'tofu', 'curry ', ' red pepper', ' cilantro', 'molasses', 'vegetable oil', '  mint', 'soy sauce', 'cooking spray', 'garlic ', ' vermicelli']",1,1,0,1,0,0
188,vietnamese,19662,"['fish sauce', 'sweet potato', 'baton', 'soda water', 'eggs', 'black pepper', 'mint', 'scallions', 'canola oil', 'leaves', 'ice water', 'cayenne pepper', 'turmeric', 'salt', 'lettuce', ' flour', 'shrimp']",0,0,0,1,0,0
189,vietnamese,4822,"['lettuce', 'hoisin sauce', 'shrimp', 'rice paper', 'peanuts', 'vermicelli', 'beansprouts', 'nuoc nam', 'cilantro', 'mint', 'fish sauce', 'chicken', 'cucumber']",0,0,0,0,0,0
190,vietnamese,13071,"['coconut oil', 'cauliflower', 'salt', 'sausages', 'onions', 'red chili flakes', 'honey', 'onion', 'black pepper', 'shrimp', 'water', 'eggs', 'cilantro', 'carrots', 'fish sauce', 'asparagus', 'vinegar', 'garlic', 'lime']",0,0,0,1,0,0
191,vietnamese,40583,"['meat', ' banana ']",0,0,0,0,0,0
192,vietnamese,16995,"['coconut juice', ' garlic', 'chile', 'brown sugar', 'onion', 'caramel sauce', 'fish sauce', 'cooking oil', 'steak', 'black pepper', 'shallots']",0,0,0,1,0,0
193,vietnamese,33603,"['lime', 'cilantro', ' noodles', 'lettuce', 'mirin', 'cucumber', 'avocado', 'thai basil', 'peanut ', 'rice paper', 'soy sauce', 'Sriracha', 'carrots']",0,0,0,1,0,0
194,vietnamese,42072,"['sugar', 'vegetable oil', 'garlic', ' cilantro', ' salt', 'tomato', ' tofu', 'soy sauce', 'vegetable stock', 'tamarind ', 'onions', 'red chili flakes', 'chives', ' black pepper', ' mushrooms']",0,0,0,1,0,0
195,vietnamese,1592,"['eggs', 'corn starch', 'water', 'cassava', 'sugar', 'coconut milk', 'mung beans']",1,0,0,0,0,0
196,vietnamese,2527,"['sugar', 'cinnamon', 'meat']",0,0,0,0,0,0
197,vietnamese,23596,"['quinoa', 'scallions', 'shrimp', 'sugar', 'red chili flakes', 'cucumber', 'fish sauce', 'vegetable oil', 'carrots', 'cilantro', 'lime', 'salt', 'bell pepper']",0,0,0,1,0,0
